gender,senior_citizen,partner,dependents,tenure,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn,gender_label,contract_label,payment_label,internet_label,churn_label
0,0,0,0,30,0,0,1,2,1,0,1,0,92.95,2925.79,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,0,8,2,0,0,2,0,1,0,0,78.82,658.05,0,Female,Two year,Electronic check,Fiber optic,No
0,0,1,1,19,0,3,1,0,0,0,0,0,20.89,379.02,0,Female,Month-to-month,Credit card (automatic),No,No
0,1,1,1,23,2,2,1,1,1,1,1,1,92.37,2072.99,0,Female,Two year,Bank transfer (automatic),DSL,No
1,0,0,0,15,0,1,1,0,0,0,0,0,20.0,297.36,0,Male,Month-to-month,Mailed check,No,No
1,0,1,0,42,0,3,0,1,1,1,1,1,88.39,3851.6,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,1,0,42,0,0,1,2,0,1,0,0,81.33,3368.07,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,1,0,45,0,2,0,1,0,0,0,1,55.0,2492.4,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,1,0,0,39,0,3,0,0,0,0,0,0,20.0,792.45,0,Female,Month-to-month,Credit card (automatic),No,No
1,0,0,0,16,0,3,0,1,0,1,0,1,62.51,979.95,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,0,0,11,0,1,1,1,0,0,1,1,68.79,762.89,1,Female,Month-to-month,Mailed check,DSL,Yes
1,0,1,0,42,2,2,1,2,0,0,1,0,84.24,3379.18,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,16,1,1,1,2,0,0,0,0,68.65,1096.22,0,Male,One year,Mailed check,Fiber optic,No
0,0,0,1,6,1,3,1,2,0,1,0,1,88.13,522.36,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,0,0,16,0,1,1,2,1,1,1,1,113.52,1790.12,0,Male,Month-to-month,Mailed check,Fiber optic,No
0,0,1,0,3,0,2,1,1,0,0,0,0,46.99,137.23,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,1,0,0,28,0,0,0,2,0,0,1,1,94.64,2734.12,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,0,9,2,2,1,1,0,0,0,0,56.15,524.65,0,Female,Two year,Bank transfer (automatic),DSL,No
0,0,0,0,7,0,2,0,2,1,0,0,1,88.72,645.14,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,72,0,2,1,1,0,0,1,1,68.25,4862.95,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,0,36,1,2,1,2,1,1,0,0,93.9,3298.99,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,37,0,3,1,2,0,1,0,1,88.53,3144.07,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,1,23,2,2,1,2,0,0,1,1,103.64,2424.82,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,1,0,43,0,0,0,1,0,1,0,0,55.02,2325.68,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,0,0,34,0,3,1,1,0,0,1,0,59.81,1988.12,0,Female,Month-to-month,Credit card (automatic),DSL,No
1,0,0,0,21,1,0,0,1,0,0,1,0,57.1,1183.68,0,Male,One year,Electronic check,DSL,No
1,1,1,0,72,0,2,1,1,0,1,1,1,84.09,6087.61,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,1,5,0,3,0,2,1,0,1,0,86.69,418.8,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,0,68,0,0,1,2,0,0,0,1,89.86,6392.38,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,12,1,3,1,2,1,1,1,1,115.16,1414.07,0,Male,One year,Credit card (automatic),Fiber optic,No
1,0,0,0,18,2,2,1,1,1,0,0,0,58.29,1001.67,0,Male,Two year,Bank transfer (automatic),DSL,No
0,0,1,0,3,1,1,1,0,0,0,0,0,20.0,58.84,0,Female,One year,Mailed check,No,No
1,0,1,1,18,2,0,0,2,0,0,0,1,83.69,1438.67,0,Male,Two year,Electronic check,Fiber optic,No
0,0,1,0,22,0,1,1,1,0,0,0,1,52.16,1116.48,1,Female,Month-to-month,Mailed check,DSL,Yes
1,0,0,0,72,0,3,0,2,0,0,1,1,99.88,7037.89,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,1,72,0,0,1,2,1,1,1,1,107.55,7912.39,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,72,1,2,1,0,0,0,0,0,20.77,1528.15,1,Female,One year,Bank transfer (automatic),No,Yes
1,0,1,0,10,0,0,0,2,0,1,0,0,78.06,745.11,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,0,0,72,1,0,1,2,0,1,0,0,72.19,5243.49,0,Female,One year,Electronic check,Fiber optic,No
0,0,0,0,14,1,2,1,2,0,1,1,1,99.32,1454.57,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,45,2,0,0,1,1,0,0,0,57.25,2609.32,1,Female,Two year,Electronic check,DSL,Yes
0,0,0,1,5,0,3,1,1,0,1,0,1,62.52,327.0,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,16,0,1,1,1,1,0,0,1,63.65,1006.24,0,Female,Month-to-month,Mailed check,DSL,No
0,0,0,0,72,0,1,1,2,1,0,0,0,81.87,5870.93,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,1,1,70,0,0,1,0,0,0,0,0,24.57,1719.12,0,Male,Month-to-month,Electronic check,No,No
0,0,1,0,27,2,3,0,2,0,1,0,0,83.3,2344.45,0,Female,Two year,Credit card (automatic),Fiber optic,No
0,0,0,0,38,0,0,0,1,0,0,0,0,44.77,1680.89,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,0,1,4,2,1,1,2,0,0,1,0,83.09,348.43,0,Male,Two year,Mailed check,Fiber optic,No
1,0,1,1,30,2,1,0,2,1,0,1,1,104.59,3151.23,0,Male,Two year,Mailed check,Fiber optic,No
1,0,0,1,23,1,1,0,2,0,1,1,1,98.82,2208.79,1,Male,One year,Mailed check,Fiber optic,Yes
1,0,1,0,2,0,2,1,1,1,1,1,0,78.4,150.59,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,1,2,0,2,1,1,1,1,1,0,71.77,138.84,1,Male,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,1,0,2,0,0,1,1,1,1,0,0,68.07,129.87,0,Male,Month-to-month,Electronic check,DSL,No
1,1,0,0,30,0,1,0,0,0,0,0,0,20.68,632.33,0,Male,Month-to-month,Mailed check,No,No
0,0,0,1,3,0,2,0,2,0,0,1,0,71.18,213.9,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,15,0,1,1,2,0,1,1,0,96.9,1488.08,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,1,10,1,0,1,1,0,0,0,1,54.39,559.25,0,Male,One year,Electronic check,DSL,No
0,0,0,0,19,0,0,1,1,1,0,0,1,63.98,1268.06,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,29,0,0,1,2,1,1,1,0,106.78,2978.02,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,1,27,0,0,1,2,0,1,0,1,91.18,2384.58,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,17,2,1,1,0,0,0,0,0,22.99,392.72,0,Male,Two year,Mailed check,No,No
1,0,0,0,14,1,1,0,1,1,1,0,0,61.73,832.2,0,Male,One year,Mailed check,DSL,No
0,0,1,0,12,0,0,1,2,0,0,0,1,86.02,990.2,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,1,1,1,47,1,2,1,0,0,0,0,0,20.99,1002.94,0,Male,One year,Bank transfer (automatic),No,No
0,0,1,0,9,1,3,0,2,0,0,0,0,72.02,662.75,0,Female,One year,Credit card (automatic),Fiber optic,No
0,1,0,0,7,2,3,1,2,1,1,1,1,113.11,818.96,0,Female,Two year,Credit card (automatic),Fiber optic,No
0,0,1,0,32,0,3,0,1,1,0,0,1,75.15,2504.78,0,Female,Month-to-month,Credit card (automatic),DSL,No
0,0,1,1,10,2,0,1,1,1,1,1,0,86.35,858.53,0,Female,Two year,Electronic check,DSL,No
1,0,1,1,45,0,0,0,2,1,0,0,0,68.98,3253.06,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,1,9,2,3,1,0,0,0,0,0,24.63,211.43,0,Male,Two year,Credit card (automatic),No,No
1,1,0,0,29,0,0,1,1,1,0,1,1,73.6,2213.4,1,Male,Month-to-month,Electronic check,DSL,Yes
0,1,0,0,1,2,0,0,1,0,0,0,1,59.55,58.49,0,Female,Two year,Electronic check,DSL,No
1,1,0,0,11,2,1,1,1,0,0,1,1,60.11,689.09,0,Male,Two year,Mailed check,DSL,No
0,0,1,0,10,0,0,0,2,0,0,1,0,84.02,816.89,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,40,2,3,1,2,0,1,0,1,87.82,3597.46,0,Male,Two year,Credit card (automatic),Fiber optic,No
0,0,0,1,72,0,2,1,2,1,1,0,1,99.71,7125.6,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,1,1,1,14,0,2,1,1,1,0,0,0,52.84,730.99,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,1,0,41,0,3,1,1,1,1,0,0,61.33,2403.74,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
1,0,0,0,28,2,0,1,0,0,0,0,0,20.0,571.53,0,Male,Two year,Electronic check,No,No
1,0,1,1,72,0,2,0,2,0,1,0,0,78.01,5434.37,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,39,1,1,0,1,0,1,1,0,66.23,2573.41,1,Male,One year,Mailed check,DSL,Yes
1,1,1,0,1,1,2,1,1,1,0,1,0,68.62,66.16,0,Male,One year,Bank transfer (automatic),DSL,No
0,0,1,0,29,2,0,1,2,0,1,1,0,101.3,2968.39,0,Female,Two year,Electronic check,Fiber optic,No
1,0,1,0,18,1,2,1,1,0,1,0,1,62.27,1090.72,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,1,1,1,0,3,0,0,0,0,0,0,20.63,20.82,0,Male,Month-to-month,Credit card (automatic),No,No
0,0,1,0,6,0,0,0,1,0,1,0,1,70.86,444.15,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,0,0,61,0,0,1,2,0,0,1,1,90.46,5750.33,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,0,0,62,1,0,0,2,0,0,0,0,58.71,3530.99,0,Female,One year,Electronic check,Fiber optic,No
1,0,1,1,38,0,1,1,2,0,1,1,0,82.45,3007.52,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,1,0,0,72,0,0,1,0,0,0,0,0,20.0,1374.14,1,Female,Month-to-month,Electronic check,No,Yes
0,0,0,0,39,2,3,1,1,1,0,1,0,74.7,3009.0,0,Female,Two year,Credit card (automatic),DSL,No
0,0,1,1,1,0,1,0,2,0,1,1,1,107.07,104.39,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,1,1,1,8,1,1,1,2,1,1,1,0,105.78,827.96,0,Male,One year,Mailed check,Fiber optic,No
0,0,0,1,1,0,2,0,0,0,0,0,0,24.91,24.23,0,Female,Month-to-month,Bank transfer (automatic),No,No
1,0,0,1,2,0,1,0,0,0,0,0,0,20.0,41.36,1,Male,Month-to-month,Mailed check,No,Yes
1,0,0,0,5,0,1,1,2,1,1,0,1,113.52,594.78,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,16,0,2,0,1,0,1,1,1,80.68,1323.82,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,0,0,45,2,2,0,0,0,0,0,0,20.0,929.12,0,Female,Two year,Bank transfer (automatic),No,No
1,1,1,0,47,0,0,0,1,1,0,1,1,84.55,4021.74,0,Male,Month-to-month,Electronic check,DSL,No
0,0,0,1,22,0,0,1,2,0,0,1,0,85.34,1882.88,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,1,63,1,0,1,2,1,0,0,1,98.68,6354.59,0,Female,One year,Electronic check,Fiber optic,No
1,0,0,1,16,1,1,1,1,1,0,1,0,73.97,1128.58,0,Male,One year,Mailed check,DSL,No
1,0,1,0,52,1,0,1,2,0,1,0,1,90.23,4486.17,1,Male,One year,Electronic check,Fiber optic,Yes
0,0,0,1,14,2,2,0,1,0,1,0,1,67.94,968.97,0,Female,Two year,Bank transfer (automatic),DSL,No
1,0,0,1,7,1,3,0,1,0,0,1,0,52.45,361.09,0,Male,One year,Credit card (automatic),DSL,No
0,0,0,0,59,0,0,0,1,0,1,1,1,70.86,4176.07,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,1,11,2,2,1,1,0,1,1,1,83.18,940.78,0,Female,Two year,Bank transfer (automatic),DSL,No
0,1,1,0,16,0,1,0,2,0,1,1,1,108.79,1754.07,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,0,9,0,1,1,1,0,0,1,1,59.09,548.04,0,Male,Month-to-month,Mailed check,DSL,No
0,0,0,0,26,0,2,0,0,0,0,0,0,20.0,515.8,0,Female,Month-to-month,Bank transfer (automatic),No,No
0,0,0,0,72,0,3,1,2,1,0,0,1,92.28,6502.92,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,0,1,0,0,1,1,1,0,0,1,67.76,65.96,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,0,0,55,0,0,0,1,1,0,0,1,77.23,4091.2,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,1,1,0,2,1,1,0,1,0,1,63.87,60.91,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,0,10,2,1,0,2,1,0,1,1,103.14,985.31,0,Male,Two year,Mailed check,Fiber optic,No
1,0,0,1,4,2,0,0,1,1,0,1,1,82.25,321.47,1,Male,Two year,Electronic check,DSL,Yes
1,1,0,0,33,1,0,0,1,1,1,1,0,75.25,2428.22,0,Male,One year,Electronic check,DSL,No
0,1,1,0,1,2,2,1,2,1,1,0,1,99.48,98.3,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,1,0,0,19,0,0,0,2,1,1,0,0,87.06,1669.29,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,8,2,3,0,2,0,0,0,0,71.16,584.04,0,Male,Two year,Credit card (automatic),Fiber optic,No
1,0,0,0,3,0,1,1,0,0,0,0,0,20.0,58.19,0,Male,Month-to-month,Mailed check,No,No
0,0,1,0,35,0,0,0,2,0,0,1,0,85.41,3066.85,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,1,0,5,0,2,1,2,0,1,1,1,105.79,509.85,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,0,6,0,0,1,2,1,0,0,1,77.42,487.22,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,1,7,0,1,0,2,0,0,1,0,73.24,501.66,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,0,21,0,1,0,1,1,1,1,0,74.5,1617.28,1,Male,Month-to-month,Mailed check,DSL,Yes
0,0,0,0,25,0,1,1,2,1,0,1,1,108.9,2638.23,0,Female,Month-to-month,Mailed check,Fiber optic,No
0,0,0,0,1,0,2,0,2,0,0,1,1,90.74,94.83,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,1,0,6,0,0,0,0,0,0,0,0,21.87,135.51,1,Female,Month-to-month,Electronic check,No,Yes
0,0,1,0,13,2,3,1,1,0,0,1,1,71.99,922.71,0,Female,Two year,Credit card (automatic),DSL,No
0,0,1,1,9,0,2,1,0,0,0,0,0,22.7,202.7,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
1,0,0,1,51,0,0,0,2,1,1,0,0,87.26,4229.46,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,37,1,0,0,2,1,0,0,1,86.26,3112.29,0,Female,One year,Electronic check,Fiber optic,No
0,0,1,0,23,2,0,0,1,0,0,0,1,50.44,1135.68,0,Female,Two year,Electronic check,DSL,No
1,0,0,0,9,0,0,0,2,0,1,1,0,106.85,957.11,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,1,28,2,2,1,2,0,1,1,0,94.28,2544.55,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,44,0,0,0,2,0,1,1,0,101.2,4443.35,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,21,0,3,1,0,0,0,0,0,20.0,427.08,0,Male,Month-to-month,Credit card (automatic),No,No
1,1,0,1,36,0,0,1,1,0,0,1,1,75.24,2673.78,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,1,1,33,1,0,0,2,0,0,1,0,79.62,2557.1,0,Female,One year,Electronic check,Fiber optic,No
0,0,0,1,20,0,0,0,1,0,1,0,0,54.86,1102.44,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,1,1,8,1,0,0,1,0,0,0,0,43.57,332.14,0,Female,One year,Electronic check,DSL,No
1,1,0,1,32,0,3,0,1,1,1,1,1,84.6,2664.11,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,1,0,5,1,2,1,2,0,1,1,1,99.68,499.78,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,36,0,0,1,1,0,1,1,1,78.8,2790.23,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,1,39,0,3,0,1,1,0,0,0,52.06,1998.96,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
1,1,0,0,41,1,3,1,1,0,0,0,0,45.63,1935.99,0,Male,One year,Credit card (automatic),DSL,No
1,0,0,1,15,1,2,1,1,1,0,1,0,62.81,983.04,0,Male,One year,Bank transfer (automatic),DSL,No
0,0,1,0,5,0,3,0,2,1,1,1,1,117.54,606.94,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,0,2,2,2,1,1,1,0,1,0,64.7,124.21,0,Female,Two year,Bank transfer (automatic),DSL,No
0,0,1,0,32,1,1,1,2,0,1,1,1,112.18,3514.28,0,Female,One year,Mailed check,Fiber optic,No
0,0,1,0,52,0,1,0,0,0,0,0,0,20.0,1061.97,0,Female,Month-to-month,Mailed check,No,No
1,0,0,0,25,2,0,1,1,1,0,0,1,66.49,1741.11,0,Male,Two year,Electronic check,DSL,No
1,0,0,1,3,1,2,1,2,0,0,1,1,102.02,298.17,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,1,0,65,0,3,0,2,1,1,0,1,99.52,6726.39,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
1,0,0,1,72,0,2,1,1,0,0,1,1,66.97,4937.09,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,1,1,0,13,0,3,0,0,0,0,0,0,20.0,272.57,1,Female,Month-to-month,Credit card (automatic),No,Yes
0,0,1,0,21,0,1,0,1,0,1,1,0,68.02,1370.37,0,Female,Month-to-month,Mailed check,DSL,No
0,0,0,0,36,0,2,1,1,1,1,1,0,73.32,2611.74,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,0,0,31,0,2,0,2,1,1,0,1,105.88,3275.1,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,1,1,72,1,2,1,1,0,1,0,0,54.77,4011.3,0,Female,One year,Bank transfer (automatic),DSL,No
1,0,0,1,2,0,2,0,2,0,1,0,1,96.19,195.34,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,20,2,0,1,2,0,0,0,1,85.63,1782.19,0,Male,Two year,Electronic check,Fiber optic,No
0,0,0,1,28,0,0,1,1,0,1,0,1,64.44,1865.43,0,Female,Month-to-month,Electronic check,DSL,No
0,0,0,0,52,0,3,1,2,0,0,1,1,90.32,4487.81,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,1,49,1,0,0,2,0,0,1,0,80.36,3932.34,0,Female,One year,Electronic check,Fiber optic,No
1,0,0,1,72,1,1,0,2,0,1,1,1,104.04,7421.26,0,Male,One year,Mailed check,Fiber optic,No
0,0,1,1,17,0,1,0,2,0,0,0,1,83.67,1493.1,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,1,0,0,42,0,1,1,2,0,0,0,1,84.23,3511.93,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,1,13,0,2,0,2,1,0,0,0,79.84,1056.87,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,1,1,0,13,1,2,1,2,0,1,0,0,76.59,974.21,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,1,1,7,0,3,0,2,0,0,1,1,91.07,644.8,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,1,1,0,40,1,1,1,1,0,0,1,1,71.59,2779.59,0,Female,One year,Mailed check,DSL,No
1,0,0,0,72,1,2,1,1,0,1,1,0,63.75,4637.56,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,1,0,7,0,3,1,2,0,0,0,0,72.8,528.36,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,0,1,0,3,1,0,0,0,0,0,22.96,21.86,0,Female,Month-to-month,Credit card (automatic),No,No
1,0,0,0,40,0,3,1,1,0,1,1,1,86.67,3468.39,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,1,23,0,2,1,1,0,0,0,1,54.6,1316.38,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,0,0,72,0,0,1,2,0,1,1,0,90.37,6284.93,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,6,0,0,1,2,0,1,0,1,80.44,467.36,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,0,1,1,3,1,1,1,1,0,0,60.28,60.1,0,Female,One year,Credit card (automatic),DSL,No
1,0,1,0,16,0,3,1,1,1,0,1,0,62.22,1032.45,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
1,0,1,0,2,2,2,1,2,1,1,1,1,116.53,234.52,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,1,0,7,0,0,0,2,0,0,0,0,79.04,553.76,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,3,0,2,1,2,1,0,0,1,94.9,272.93,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,6,1,0,0,1,1,1,1,1,93.95,589.74,0,Male,One year,Electronic check,DSL,No
0,0,0,0,2,2,1,1,2,0,0,1,1,90.44,178.11,1,Female,Two year,Mailed check,Fiber optic,Yes
1,0,0,0,72,0,1,1,2,1,1,1,1,108.01,7583.71,0,Male,Month-to-month,Mailed check,Fiber optic,No
0,0,1,0,7,1,3,1,1,0,0,0,0,43.79,303.82,0,Female,One year,Credit card (automatic),DSL,No
0,0,0,1,14,2,0,1,2,0,1,1,0,88.88,1233.64,0,Female,Two year,Electronic check,Fiber optic,No
1,0,0,0,54,1,2,1,0,0,0,0,0,20.0,1075.52,0,Male,One year,Bank transfer (automatic),No,No
0,0,1,0,27,0,1,0,2,1,0,1,1,105.09,2890.93,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,23,2,2,0,2,1,0,1,1,98.07,2338.6,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
0,0,1,0,29,1,2,1,1,0,0,0,0,49.13,1361.7,0,Female,One year,Bank transfer (automatic),DSL,No
0,0,0,0,42,1,3,1,2,1,0,0,0,78.0,3272.98,0,Female,One year,Credit card (automatic),Fiber optic,No
1,1,0,0,50,1,0,1,0,0,0,0,0,20.0,991.4,0,Male,One year,Electronic check,No,No
0,0,0,0,24,2,0,0,2,0,1,0,1,92.5,2111.42,0,Female,Two year,Electronic check,Fiber optic,No
1,0,0,0,52,0,2,0,1,1,0,0,1,64.67,3469.27,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,0,18,0,1,1,1,0,0,0,1,63.33,1094.83,1,Male,Month-to-month,Mailed check,DSL,Yes
0,0,1,0,7,0,0,1,1,0,0,0,1,48.97,329.58,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,0,1,50,0,1,0,1,0,1,1,0,73.42,3505.18,1,Male,Month-to-month,Mailed check,DSL,Yes
1,0,1,0,18,0,2,1,2,1,1,0,1,100.26,1750.62,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,56,1,0,0,2,0,1,0,0,84.6,4584.49,0,Male,One year,Electronic check,Fiber optic,No
0,1,0,1,1,0,0,0,1,1,0,1,1,80.01,78.79,0,Female,Month-to-month,Electronic check,DSL,No
1,0,1,1,12,1,3,0,1,1,0,0,0,59.25,722.32,0,Male,One year,Credit card (automatic),DSL,No
1,1,1,0,70,2,1,1,1,0,0,0,0,44.41,2970.14,0,Male,Two year,Mailed check,DSL,No
1,0,0,1,6,0,0,1,2,0,1,1,1,105.19,653.88,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,68,2,0,0,1,1,0,0,1,72.49,4843.84,0,Female,Two year,Electronic check,DSL,No
1,0,1,0,72,0,2,0,1,1,1,1,1,89.48,6511.24,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,0,51,2,0,1,2,1,0,0,1,98.65,4785.63,0,Female,Two year,Electronic check,Fiber optic,No
0,0,1,0,19,2,3,1,1,1,0,0,1,68.76,1288.91,0,Female,Two year,Credit card (automatic),DSL,No
0,0,0,0,24,0,2,0,1,0,0,1,1,65.34,1490.07,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,1,0,48,0,1,0,0,0,0,0,0,20.0,927.88,0,Female,Month-to-month,Mailed check,No,No
0,1,1,0,35,0,3,0,1,1,0,0,1,71.44,2487.36,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,23,2,1,0,0,0,0,0,0,20.0,461.61,0,Female,Two year,Mailed check,No,No
1,0,0,0,72,2,0,1,2,1,0,0,1,95.96,6669.32,0,Male,Two year,Electronic check,Fiber optic,No
0,0,0,0,27,0,2,1,0,0,0,0,0,20.0,553.24,0,Female,Month-to-month,Bank transfer (automatic),No,No
1,0,1,0,72,1,2,1,1,0,0,0,0,38.55,2689.28,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,0,0,1,0,0,1,1,0,0,1,0,58.04,55.81,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,0,1,3,0,0,1,2,1,0,1,1,100.5,296.48,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,1,1,0,14,2,1,1,2,0,0,1,0,79.14,1113.66,0,Male,Two year,Mailed check,Fiber optic,No
1,0,0,0,11,0,0,0,2,0,0,1,0,78.87,909.99,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,1,36,2,2,0,1,1,0,1,0,67.57,2412.75,0,Male,Two year,Bank transfer (automatic),DSL,No
1,0,0,0,4,2,2,1,2,0,0,1,1,92.05,365.48,1,Male,Two year,Bank transfer (automatic),Fiber optic,Yes
0,0,0,1,72,2,1,0,0,0,0,0,0,21.95,1510.76,0,Female,Two year,Mailed check,No,No
1,0,1,0,9,0,1,0,0,0,0,0,0,25.06,231.54,1,Male,Month-to-month,Mailed check,No,Yes
0,0,1,0,13,0,1,1,0,0,0,0,0,22.71,285.84,1,Female,Month-to-month,Mailed check,No,Yes
1,0,0,0,7,0,0,0,0,0,0,0,0,29.03,208.18,0,Male,Month-to-month,Electronic check,No,No
1,0,1,0,20,1,0,1,1,0,0,1,1,79.26,1650.29,0,Male,One year,Electronic check,DSL,No
